alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,test_coverage,coverage_volume,coverage_max_length,reference_adjustment,runtime
0.1,3,100,29,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.82,1919.7513175127342,17.5062308258468,,0.0010004043579101562
0.1,3,100,30,CQHR,Gaussian,cqr,native,0.5,300.0,0.87,16845.506498223793,26.52097024879043,9.996217451309256,0.0
0.1,3,100,30,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9583333333333334,4462.881138240064,17.968063097230303,,0.0009999275207519531
0.1,3,100,30,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.9583333333333334,4462.881138240064,17.968063097230303,,0.0
0.1,3,100,30,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.9583333333333334,4888.180305996813,17.391303677041723,,0.0
0.1,3,100,30,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8866666666666667,2994.3149343736295,17.097857419094986,,0.0009996891021728516
0.1,3,100,31,CQHR,Gaussian,cqr,native,0.5,300.0,0.91,460449.7688779339,45.65442656095165,12.437389314376038,0.0
0.1,3,100,31,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.875,2690.657275054953,15.66864157110305,,0.0009989738464355469
0.1,3,100,31,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.875,2690.657275054953,15.66864157110305,,0.0
0.1,3,100,31,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8766666666666667,3063.036114058357,14.757690105045087,,0.0
0.1,3,100,31,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.88,2613.9280980589288,15.732426756204203,,0.0010006427764892578
0.1,3,100,32,CQHR,Gaussian,cqr,native,0.5,300.0,0.9216666666666666,100523.17332270627,38.63783492334193,13.632513769650412,0.0
0.1,3,100,32,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.885,2870.902522572736,16.321211790971336,,0.0009996891021728516
0.1,3,100,32,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.885,2870.902522572736,16.321211790971336,,0.00099945068359375
0.1,3,100,32,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8966666666666666,3520.7668468878924,15.513321635461953,,0.0
0.1,3,100,32,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8766666666666667,2596.8491816040273,16.558475792600174,,0.0
0.1,3,100,33,CQHR,Gaussian,cqr,native,0.5,300.0,0.8533333333333334,37656.41664455889,26.158223758085622,9.024900679658582,0.0
0.1,3,100,33,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.935,3844.265580833781,17.725246097857266,,0.000988006591796875
0.1,3,100,33,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.935,3844.265580833781,17.725246097857266,,0.0
0.1,3,100,33,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.92,4009.883019697043,16.373492819328163,,0.0
0.1,3,100,33,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.9183333333333333,3607.457075752139,17.28879162255366,,0.0012123584747314453
0.1,3,100,34,CQHR,Gaussian,cqr,native,0.5,300.0,0.9216666666666666,75987.43982681222,40.059767655854685,14.962898882385476,0.0010008811950683594
0.1,3,100,34,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9466666666666667,3499.990117695357,17.233244176998067,,0.0009989738464355469
0.1,3,100,34,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.9466666666666667,3499.990117695357,17.233244176998067,,0.0
0.1,3,100,34,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.935,3675.062598559038,15.944687803319637,,0.0
0.1,3,100,34,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.9316666666666666,2852.9195461468926,16.658468153401405,,0.0009999275207519531
0.1,3,100,35,CQHR,Gaussian,cqr,native,0.5,300.0,0.9033333333333333,650260.8521898215,45.31112069479379,10.879878849068962,0.0
0.1,3,100,35,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.92,3194.0925330359078,16.454112466893303,,0.001003265380859375
0.1,3,100,35,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.92,3194.0925330359078,16.454112466893303,,0.0
0.1,3,100,35,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.91,3370.4167693898917,15.307323874759083,,0.0009965896606445312
0.1,3,100,35,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8816666666666667,2912.3626205158434,14.919109026199475,,0.001020193099975586
0.1,3,100,36,CQHR,Gaussian,cqr,native,0.5,300.0,0.9016666666666666,25064.593735789735,27.762180473418326,10.405451269209372,0.0
0.1,3,100,36,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.905,2861.9269148154085,15.874263996568413,,0.0009944438934326172
0.1,3,100,36,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.905,2861.9269148154085,15.874263996568413,,0.0
0.1,3,100,36,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.9066666666666666,3000.0855077893502,14.921042015891123,,0.0
0.1,3,100,36,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8916666666666667,2666.9996191501837,15.532140719134398,,0.0010058879852294922
0.1,3,100,37,CQHR,Gaussian,cqr,native,0.5,300.0,0.9183333333333333,571897.6188261929,45.754191875264745,12.434827445576524,0.0
0.1,3,100,37,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.88,2345.0205797590547,15.655727760045217,,0.0010061264038085938
0.1,3,100,37,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.88,2345.0205797590547,15.655727760045217,,0.0
0.1,3,100,37,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.92,3351.03963463676,15.36020470107378,,0.0
0.1,3,100,37,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8733333333333333,2204.139615093772,15.360204700986424,,0.0009970664978027344
0.1,3,100,38,CQHR,Gaussian,cqr,native,0.5,300.0,0.9333333333333333,854561.8284922512,56.55619238229773,15.332011283625361,0.0
0.1,3,100,38,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9166666666666666,3262.5042714044275,16.81368761958175,,0.0010001659393310547
